Machine,Job,Gap 20,Gap 10,Gap 5,Gap 0
7, 8,0.028,0.385,0.623,0.776
7, 8,0.099,1.881,3.743,6
7, 8,0.051,0.51,0.932,1.525
7, 8,0.162,0.858,1.527,1.805
7, 8,0.149,3.018,4.357,6.018
7, 8,0.033,0.313,0.657,0.767
7, 8,0.027,0.461,0.801,1.232
7, 8,0.026,0.149,0.754,0.843
7, 8,0.064,0.574,0.811,1.122
7, 8,0.028,0.966,2.308,2.991
7, 8,0.935,3.01,4.094,4.785
7, 8,0.046,0.981,2.758,3.131
7, 8,0.039,0.554,1.187,1.74
7, 8,0.112,0.864,1.03,1.297
7, 8,0.074,0.805,2.762,3.263
7, 8,0.034,0.455,0.981,1.241
7, 8,0.06,1.066,1.364,1.876
7, 8,0.139,0.949,3.042,3.631
7, 8,0.149,0.947,2.855,4.373
7, 8,0.076,0.924,2.966,3.237
7, 8,0.118,0.666,1.027,1.622
7, 8,0.04,0.51,1.016,1.747
7, 8,0.065,0.585,0.978,1.428
7, 8,0.081,0.819,2.254,2.703
7, 8,0.072,0.601,0.97,2.149
7, 8,0.031,0.66,0.928,1.312
7, 8,0.242,0.684,2.632,2.974
7, 8,0.03,0.153,0.701,0.94
7, 8,0.061,0.595,0.647,0.789
7, 8,0.038,0.466,0.728,0.943
7, 8,0.047,0.546,0.68,0.813
7, 8,0.128,0.529,0.752,1.527
7, 8,0.026,0.25,0.761,0.843
7, 8,0.241,1.045,2.006,2.125
7, 8,0.024,0.446,0.905,1.38
7, 8,0.054,0.473,1.109,1.437
7, 8,0.17,0.884,1.645,2.2
7, 8,0.345,2.405,5.527,9.161
7, 8,0.073,1.042,2.685,3.25
7, 8,0.043,1.445,2.955,3.256
7, 9,0.216,0.909,3.39,4.624
7, 9,0.22,2.921,10.497,20.849
7, 9,0.187,0.841,3.122,4.371
7, 9,0.176,2.458,18.831,30.4
7, 9,0.062,1.202,3.427,4.373
7, 9,0.228,1.655,4.413,9.349
7, 9,0.211,3.45,29.669,131.065
7, 9,0.28,6.119,24.54,63.787
7, 9,0.201,1.067,6.977,14.586
7, 9,0.837,3.529,9.438,17.27
7, 9,0.33,3.247,21.716,49.915
7, 9,0.84,5.379,51.419,186.403
7, 9,0.186,3.565,9.951,22.55
7, 9,0.045,0.866,3.004,4.802
7, 9,0.152,3.04,4.931,8.774
7, 9,0.476,3.964,19.422,38.553
7, 9,0.243,0.971,3.428,5.979
7, 9,0.34,4.715,25.825,59.692
7, 9,0.057,0.921,3.972,8.333
7, 9,0.106,2.018,4.549,14.896
7, 9,0.214,3.169,32.143,274.358
7, 9,0.187,3.379,4.763,19.665
7, 9,0.159,2.716,9.571,17.441
7, 9,0.402,2.236,7.916,12.805
7, 9,0.133,1.118,3.4,6.067
7, 9,1.087,17.805,46.117,103.545
7, 9,0.856,3.351,12.209,25.639
7, 9,0.04,0.874,1.408,2.674
7, 9,0.214,0.95,5.39,11.348
7, 9,0.249,4.359,24.007,57.995
7, 9,0.26,0.996,4.056,8.305
7, 9,0.186,2.602,3.648,6.08
7, 9,0.091,1.159,5.255,12.658
7, 9,0.449,3.533,80.741,368.155
7, 9,0.445,4.292,20.668,39.663
7, 9,0.183,3.057,9.666,20.316
7, 9,0.235,3.275,9.447,14.167
7, 9,0.061,1.104,5.55,13.405
7, 9,0.219,2.533,6.017,13.092
7, 9,0.359,4.009,17.828,45.286
7, 9,1.094,5.211,12.025,15.089
7, 9,0.546,3.955,15.12,35.78
7, 9,0.394,1.101,3.984,7.223
7, 9,0.143,0.915,1.48,2.765
7, 9,0.371,2.572,17.045,44.895
7, 9,0.373,2.656,8.346,20.665
7, 9,0.104,3.396,15.722,42.24
7, 9,0.162,6.748,47.579,403.019
7, 9,0.23,3.882,10.297,24.843
7, 9,0.099,1.541,3.978,6.952
7, 9,0.155,1.345,5.241,6.156
7, 9,0.868,4.627,22.101,48.14
7, 9,0.141,2.684,8.393,13.12
7, 9,0.164,1.034,4.023,10.929
7, 9,0.08,1.14,4.188,8.092
7, 9,0.048,0.62,2.953,4.402
7, 9,0.434,23.546,169.428,430.689
7, 9,1.032,11.876,35.643,52.709
7, 9,0.732,2.698,3.164,5.288
7, 9,0.338,3.121,11.69,21.918
7, 9,1.449,4.774,17.569,37.525
7, 9,0.116,3.586,17.851,28.147
7, 9,0.058,0.878,3.182,9.954
7, 9,0.103,1.231,4.669,11.794
7, 9,0.624,3.149,15.711,27.962
7, 9,0.14,0.766,3.223,3.715
7, 9,0.088,0.727,3.245,3.728
7, 9,0.44,3.153,10.165,29.915
7, 9,0.297,2.756,10.744,16.391
7, 9,0.136,0.816,3.741,7.619
7, 9,0.178,1.425,8.693,13.845
7, 9,0.245,3.359,10.072,13.786
7, 9,0.193,0.978,4.986,9.697
7, 9,1.443,17.222,31.444,91.318
7, 9,0.152,2.596,10.516,41.45
7, 9,0.061,3.002,14.762,26.743
7, 9,0.085,1.055,3.706,4.713
7, 9,0.519,15.893,57.793,194.462
7, 9,0.295,1.886,5.851,8.113
7, 9,0.055,0.824,3.566,5.134
7, 9,0.286,1.22,3.141,4.811
7, 9,0.209,3.166,9.456,16.961
7, 9,0.335,3.405,13.199,23.236
7, 9,0.062,0.611,2.951,5.348
7, 9,0.273,3.271,11.894,26.953
7, 9,0.063,1.102,3.717,8.76
7, 9,0.813,14.028,67.805,276.399
7, 9,0.15,2.913,5.515,14.407
7, 9,0.313,3.238,8.436,17.564
7, 9,0.224,2.616,10.436,32.315
7, 9,0.764,3.392,13.959,32.997
7, 9,0.135,1.069,2.478,3.589
7, 9,2.739,22.361,66.227,103.641
7, 9,0.678,2.78,6.436,9.825
7, 9,0.763,24.188,351.272,3048.238
7, 9,0.068,0.628,3.482,6.186
7, 9,1.482,4.917,20.801,49.675
7, 9,0.071,3.736,13.666,35.557
7, 9,0.219,3.693,13.235,26.886
7, 9,0.105,1.434,3.637,4.39
7,10,4.17,93.218,1051.067,2079.218
7,10,1.034,39.76,643.091,3049.078
7,10,1.076,22.658,108.744,472.986
7,10,5.496,87.563,1056.283,3930.387
7,10,7.652,92.699,546.448,1255.63
7,10,0.718,7.125,70.687,379.318
7,10,4.68,39.198,434.713,1375.95
7,10,9.998,340.674,1959.762,3245.344
7,10,0.494,8.333,36.039,157.454
7,10,0.688,4.712,36.881,221.507
7,10,2.759,9.391,62.084,388.2
7,10,0.812,27.684,407.518,1497.178
7,10,1.765,49.383,471.871,1780.713
7,10,4.951,38.11,367.256,1162.716
7,10,0.793,8.491,56.275,833.871
7,10,8.595,85.73,166.674,190.026
7,10,0.426,6.854,188.26,922.627
7,10,0.474,26.706,416.871,1463.738
7,10,0.282,12.195,373.467,2199.717
7,10,0.73,9.245,38.556,199.307
7,10,6.806,324.578,5296.373,23771.595
7,10,11.196,574.76,2588.143,14305.234
7,10,1.826,31.371,220.244,1119.658
7,10,0.139,2.048,10.066,44.615
7,10,7.541,56.975,292.91,739.009
7,10,6.684,78.619,861.864,1538.363
7,10,7.765,33.451,60.63,661.68
7,10,1.295,11.027,46.632,198.803
7,10,6.971,142.149,1571.173,7605.151
7,10,4.272,161.539,1706.966,9049.317
7,10,6.045,209.694,3422.21,17555.298
7,10,0.879,9.214,37.268,135.653
7,10,0.638,43.482,374.936,1767.526
7,10,2.163,59.446,555.573,3557.493
7,10,1.489,79.877,1024.989,3587.635
7,10,4.199,70.282,3074.329,19773.801
7,10,0.513,9.588,71.05,864.678
7,10,0.279,9.899,108.252,825.768
7,10,0.323,7.933,41.916,207.357
7,10,1.994,57.045,335.228,1735.97
7,10,7.837,50.081,128.533,213.454
7,10,0.513,8.709,36.813,156.434
7,10,1.101,25.595,62.591,194.239
7,10,0.723,46.079,496.678,2081.056
7,10,7.074,69.685,396.371,1122.819
7,10,0.53,7.649,42.059,115.245
7,10,0.628,17.735,136.618,634.433
7,10,0.886,42.83,365.8,1307.428
7,10,6.423,334.665,5284.318,48091.744
7,10,1.016,14.889,183.983,1175.598
7,10,7.749,157.58,674.547,2859.792
7,10,7.938,74.809,461.309,1349.759
7,10,6.771,37.883,84.001,305.968
7,10,0.352,22.91,262.33,1207.977
7,10,0.829,11.742,46.663,94.419
7,10,2.909,35.453,284.979,1073.69
7,10,2.607,119.485,1682.085,4874.132
7,10,10.691,55.151,102.532,411.076
7,10,4.059,40.702,233.5,932.135
7,10,1.078,13.875,136.891,855.868
7,10,1.578,42.045,425.198,1635.25
7,10,16.037,625.758,6914.82,37599.999
7,10,6.789,55.774,129.753,395.672
7,10,7.539,48.644,528.419,2092.778
7,10,1.055,17.144,157.933,629.579
7,10,1.087,52.842,257.345,1284.145
7,10,3.079,90.976,1268.078,8810.465
7,10,6.166,36.629,56.945,119.558
7,10,7.483,122.912,644.292,1364.1
7,10,6.195,95.896,863.282,1896.528
7,10,1.563,21.185,194.907,942.698
7,10,0.554,9.579,89.071,660.378
7,10,0.287,9.021,18.768,36.363
7,10,2.256,42.062,223.393,1268.396
7,10,0.366,13.419,38.448,152.712
7,10,0.207,6.83,54.699,232.707
7,10,0.626,10.327,52.352,268.891
7,10,0.962,8.331,25.578,53.52
7,10,2.16,77.837,884.63,4711.723
7,10,2.217,150.72,1745.765,3604.486
7,10,0.301,8.478,26.567,76.697
7,10,8.645,35.114,205.444,1072.725
7,10,0.624,9.058,35.813,99.18
7,10,5.397,60.08,968.897,3336.93
7,10,8.062,51.695,250.609,1502.678
7,10,2.559,176.009,586.24,1564.621
7,10,3.684,31.695,137.154,441.911
7,10,2.205,11.184,42.439,113.701
7,10,7.365,56.543,356.971,1039.484
7,10,1.548,16.608,185.351,1072.234
7,10,1.399,34.563,89.936,148.255
7,10,1.171,114.312,3809.548,57861.061
7,10,1.254,20.78,230.329,1611.838
7,10,1.351,8.768,42.92,194.863
7,10,0.484,3.706,22.981,77.069
7,10,1.566,38.284,159.368,752.427
7,10,0.295,3.702,18.026,44.331
7,10,0.951,9.656,38.474,167.058
7,10,0.476,11.937,58.272,176.088
7,10,1.236,41.259,343.248,1447.036
8, 8,0.13,0.525,0.859,1.713
8, 8,0.033,0.531,0.98,1.842
8, 8,0.076,0.701,3.052,4.549
8, 8,0.481,0.991,1.155,1.264
8, 8,0.358,2.198,5.612,10.508
8, 8,0.036,0.222,0.667,0.841
8, 8,0.026,0.505,0.879,1.136
8, 8,0.045,2.076,2.89,6.639
8, 8,0.032,0.312,1.22,1.646
8, 8,0.037,0.387,0.949,1.747
8, 8,0.143,0.407,0.698,0.83
8, 8,0.277,0.798,1.198,2.354
8, 8,0.181,0.827,1.638,2.709
8, 8,0.031,0.489,2.293,2.998
8, 8,0.101,0.454,0.84,1.054
8, 8,0.038,0.436,0.799,1.552
8, 8,0.034,0.724,3.085,4.573
8, 8,0.034,0.716,2.37,3.267
8, 8,0.222,0.709,2.32,3.295
8, 8,0.04,0.199,0.681,1.537
8, 8,0.031,0.15,0.769,0.972
8, 8,0.096,0.716,3.228,4.451
8, 8,0.026,0.116,0.76,0.936
8, 8,0.025,0.116,0.686,0.973
8, 8,0.03,0.18,0.524,0.718
8, 8,0.028,0.774,2.965,3.687
8, 8,0.244,2.292,4.506,8.721
8, 8,0.071,0.891,4.099,6.697
8, 8,0.034,0.808,1.053,1.662
8, 8,0.031,0.558,0.821,1.412
8, 8,0.037,0.736,1.245,3.617
8, 8,0.048,0.515,2.943,4.321
8, 8,0.053,0.763,2.363,3.521
8, 8,0.041,0.793,1.294,2.784
8, 8,0.048,0.588,0.987,1.168
8, 8,0.027,0.446,0.899,2.148
8, 8,0.024,0.37,0.716,1.282
8, 8,0.029,0.08,0.669,0.711
8, 8,0.773,29.238,171.774,248.351
8, 8,0.064,0.37,0.741,1.057
8, 8,0.081,0.467,0.796,1.5
8, 8,0.035,0.059,0.766,0.95
8, 8,0.071,0.612,0.859,1.163
8, 8,0.087,0.713,2.239,3.402
8, 8,0.051,0.467,1.303,2.765
8, 8,0.114,0.629,0.988,1.731
8, 8,0.047,0.62,2.002,2.799
8, 8,0.066,0.659,1.468,3.085
8, 8,0.042,1.035,1.519,3.489
8, 8,0.251,2.67,10.404,21.675
8, 8,0.054,0.735,2.948,3.784
8, 8,0.061,0.816,1.251,3.183
8, 8,0.218,0.765,1.072,1.629
8, 8,0.05,0.178,1.121,1.236
8, 8,0.028,0.426,0.864,1.329
8, 8,0.156,1.312,3.013,3.495
8, 8,0.064,0.565,0.881,1.281
8, 8,0.04,0.197,0.639,1.192
8, 8,0.064,0.529,2.819,3.49
8, 8,0.147,2,5.038,12.987
8, 8,0.114,2.303,6.771,15.34
8, 8,0.107,0.422,0.818,0.844
8, 8,0.03,0.564,0.757,1.038
8, 8,0.045,0.609,0.952,1.679
8, 8,0.15,0.877,4.064,9.355
8, 8,0.068,0.644,2.906,4.455
8, 8,0.601,2.34,4.275,6.204
8, 8,0.04,0.705,1.099,1.838
8, 8,0.033,0.75,1.344,2.264
8, 8,0.046,0.739,1.248,2.729
8, 8,0.128,0.613,0.83,1.735
8, 8,0.085,0.702,0.963,1.906
8, 8,0.039,0.39,1.208,1.47
8, 8,0.078,0.843,2.838,3.537
8, 8,0.052,1.095,3.004,5.028
8, 8,0.033,0.11,1.128,1.17
8, 8,0.28,0.809,0.955,1.108
8, 8,0.096,0.729,1.298,1.784
8, 8,0.797,2.283,3.355,5.294
8, 8,0.061,0.18,0.812,1.051
8, 8,0.04,0.346,0.729,1.238
8, 8,0.027,0.79,1.251,3.049
8, 8,0.032,0.288,0.767,0.872
8, 8,0.041,0.302,0.824,1.388
8, 8,0.202,0.626,1.193,1.548
8, 8,0.027,0.438,0.937,1.63
8, 8,0.028,0.041,0.651,0.981
8, 8,0.031,0.155,1.239,3.355
8, 8,0.052,0.801,1.147,1.885
8, 8,0.048,0.645,0.979,1.875
8, 8,0.181,1.064,3.274,4.025
8, 8,0.033,0.454,0.735,1.275
8, 8,0.302,2.356,5.83,9.546
8, 8,0.053,0.411,0.958,3.225
8, 8,0.042,0.734,2.852,3.493
8, 8,0.051,0.473,0.818,1.298
8, 8,0.038,0.436,2.727,4.918
8, 8,0.044,0.727,2.683,3.77
8, 8,0.233,1.149,1.609,2.74
8, 8,0.03,0.197,0.599,0.705
8, 9,0.035,0.805,3.154,5.064
8, 9,0.061,0.873,3.581,8.899
8, 9,0.457,4.202,24.487,59.656
8, 9,0.734,6.371,30.22,61.423
8, 9,0.315,3.308,21.729,89.081
8, 9,0.085,5.852,39.278,98.027
8, 9,0.262,3.99,53.7,237.145
8, 9,0.341,4.017,27.872,102.384
8, 9,0.094,1.426,5.622,11.029
8, 9,0.128,3.107,11.496,27.914
8, 9,0.131,0.968,5.071,23.87
8, 9,0.275,2.548,4.914,9.552
8, 9,0.093,0.876,3.147,5.325
8, 9,1.216,6.363,17.527,29.228
8, 9,0.412,6.158,74.334,237.93
8, 9,0.04,0.837,3.037,5.697
8, 9,0.178,4.031,19.341,57.61
8, 9,0.387,3.127,11.699,24.313
8, 9,0.264,1.841,3.12,7.229
8, 9,0.074,0.934,3.983,13.604
8, 9,0.287,2.279,4.499,11.453
8, 9,0.795,3.472,16.233,32.498
8, 9,0.301,11.097,57.959,330.073
8, 9,0.139,3.227,11.951,19.28
8, 9,0.037,0.891,2.938,4.598
8, 9,0.481,7.155,52.158,139.685
8, 9,0.2,1.344,8.821,21.925
8, 9,0.327,2.811,7.177,21.68
8, 9,0.488,3.741,9.894,15.613
8, 9,0.379,3.475,33.93,110.817
8, 9,0.254,1.356,4.256,10.877
8, 9,0.043,0.914,3.309,4.748
8, 9,0.037,0.23,1.24,5.694
8, 9,0.339,2.736,7.432,12.226
8, 9,0.195,4.711,46.75,148.195
8, 9,0.395,13.434,176.231,1326.148
8, 9,0.285,4.346,22.073,68.011
8, 9,0.28,3.394,10.056,20.087
8, 9,0.143,0.916,3.141,6.217
8, 9,0.181,3.216,11.032,29.359
8, 9,0.191,1.282,13.544,25.777
8, 9,0.066,0.915,3.164,7.815
8, 9,0.302,4.054,62.915,373.906
8, 9,0.067,0.694,1.512,4.338
8, 9,0.04,1.119,4.448,16.832
8, 9,0.278,4.99,34.44,92.073
8, 9,0.811,6.201,19.255,70.282
8, 9,0.05,1.163,3.986,13.196
8, 9,0.236,2.751,12.478,28.984
8, 9,0.063,1.011,4.479,5.498
8, 9,0.241,4.081,12.094,33.128
8, 9,0.139,1.429,3.824,4.588
8, 9,0.053,0.725,1.483,3.367
8, 9,0.553,4.472,54.502,305.52
8, 9,0.128,1.524,4.109,6.063
8, 9,0.252,2.931,8.911,23.287
8, 9,0.073,1.435,4.924,8.376
8, 9,0.305,8.188,95.938,709.696
8, 9,0.099,0.98,1.907,4.481
8, 9,0.053,0.654,3.901,5.785
8, 9,0.037,0.135,1.147,2.856
8, 9,0.342,2.291,5.9,19.681
8, 9,0.08,1.265,3.009,6.131
8, 9,1.422,6.212,15.065,32.871
8, 9,0.242,1.457,3.256,5.1
8, 9,0.243,4.663,12.559,18.734
8, 9,0.038,0.606,1.28,2.256
8, 9,0.284,1.128,9.975,22.762
8, 9,0.151,0.602,0.941,1.437
8, 9,0.465,4.756,15.886,24.63
8, 9,0.095,0.935,3.227,5.765
8, 9,0.038,0.941,7.894,29.527
8, 9,0.436,3.473,4.951,8.028
8, 9,0.392,3.118,14.709,44.951
8, 9,0.132,4.036,19.952,46.483
8, 9,0.048,1.474,5.823,7.239
8, 9,0.448,5.122,15.457,36.089
8, 9,0.1,1.2,5.222,10.111
8, 9,0.122,0.997,4.565,15.361
8, 9,1.128,5.138,20.015,38.112
8, 9,0.072,1.534,6.311,17.045
8, 9,0.047,0.699,2.04,4.463
8, 9,0.149,3.049,4.478,5.653
8, 9,0.107,3.249,10.502,37.241
8, 9,0.342,3.744,20.946,88.636
8, 9,0.189,1.763,6.8,19.85
8, 9,2.472,23.361,78.613,134.948
8, 9,0.731,3.611,11.808,15.367
8, 9,0.381,16.573,159.455,801.039
8, 9,0.179,3.713,17.942,32.909
8, 9,0.163,1.115,4.582,14.282
8, 9,0.037,0.155,1.081,1.888
8, 9,0.059,0.224,1.122,1.638
8, 9,1.374,16.358,54.255,477.822
8, 9,0.176,0.998,4.757,15.413
8, 9,0.051,4.521,7.133,27.812
8, 9,0.128,2.687,6.048,11.949
8, 9,0.206,1.518,5.644,17.234
8, 9,0.231,3.163,10.173,21.328
8, 9,0.25,3.747,15.888,48.312
8,10,0.155,3.681,59.419,357.572
8,10,0.447,8.11,51.725,1892.821
8,10,1.594,5.532,20.223,38.806
8,10,0.631,11.791,39.778,91.246
8,10,0.189,8.641,85.472,383.476
8,10,1.029,88.904,2082.422,23752.564
8,10,1.011,9.325,28.664,125.566
8,10,4.023,52.49,377.66,841.896
8,10,0.528,8.512,13.715,63.145
8,10,1.291,30.975,387.439,1751.469
8,10,0.842,8.452,27.54,125.267
8,10,0.621,7.933,50.895,383.464
8,10,1.778,35.715,506.581,2453.223
8,10,0.764,9.437,100.758,401.301
8,10,1.639,6.852,30.143,115.834
8,10,1.182,9.635,19.699,61.648
8,10,0.517,7.862,98.845,967.584
8,10,0.517,24.795,55.698,594.917
8,10,0.334,4.942,11.265,34.713
8,10,1.511,36.48,484.949,3371.453
8,10,0.921,8.701,150.79,844.079
8,10,0.813,98.225,188.832,228.988
8,10,0.768,28.486,308.278,3224.692
8,10,0.455,9.474,66.853,558.406
8,10,0.32,9.964,80.168,598.387
8,10,0.131,2.527,11.422,17.25
8,10,0.548,65.267,417.007,3188.78
8,10,1.023,55.925,1768.631,12063.844
8,10,0.186,7.082,37.165,210.995
8,10,0.383,5.931,48.361,193.224
8,10,0.453,6.438,22.391,55.906
8,10,0.174,7.173,58.447,393.146
8,10,1.064,11.392,74.982,317.99
8,10,2.489,185.664,1910.143,26141.314
8,10,0.266,1.954,7.894,27.675
8,10,0.92,23.478,283.604,1257.527
8,10,0.322,10.428,23.413,63.628
8,10,0.675,16.868,265.498,1371.195
8,10,0.951,14.584,152.108,1479.312
8,10,0.495,7.765,32.315,105.021
8,10,0.772,10.05,29.282,95.967
8,10,3.908,138.049,4093.783,40582.063
8,10,0.95,14.512,112.183,904.956
8,10,0.988,14.707,49.822,214.434
8,10,1.48,15.717,62.127,216.203
8,10,0.11,4.946,17.668,41.221
8,10,2.382,61.401,1998.898,9027.522
8,10,0.894,24.928,302.933,1525.066
8,10,1.021,8.242,52.94,269.263
8,10,0.298,8.626,15.652,57.703
8,10,0.531,11.258,228.794,1550.954
8,10,0.898,40.441,343.515,1144.185
8,10,0.396,6.207,13.078,68.403
8,10,0.388,13.787,107.003,1323.545
8,10,0.624,33.363,78.031,335.775
8,10,0.972,6.275,12.969,40.514
8,10,1.312,36.402,182.747,2403.031
8,10,1.751,21.356,72.161,294.125
8,10,0.405,9.297,42.345,122.958
8,10,0.377,10.49,91.101,787.954
8,10,3.612,18.622,356.049,2205.598
8,10,8.697,256.719,2120.595,11074.745
8,10,0.187,14.342,80.002,517.753
8,10,4.537,35.306,219.263,2781.676
8,10,0.263,14.701,71.811,1054.78
8,10,3.948,14.342,120.091,276.011
8,10,0.4,16.092,100,739.093
8,10,2.348,12.282,26.503,115.07
8,10,1.103,10.428,42.019,223.508
8,10,1.089,15.904,148.169,660.951
8,10,1.15,11.006,29.807,137.25
8,10,0.885,31.311,302.793,1590.535
8,10,0.613,11.517,34.019,123.193
8,10,0.309,24.738,235.068,2256.479
8,10,1.068,34.179,243.094,790.109
8,10,0.621,14.833,98.153,429.977
8,10,0.871,22.173,272.437,1727.531
8,10,3.005,47.925,902.891,5800.575
8,10,0.921,22.194,128.693,828.991
8,10,1.301,15.081,59.144,404.745
8,10,0.745,7.667,23.205,52.569
8,10,0.798,41.108,506.402,2731.58
8,10,11.112,125.012,394.362,1369.321
8,10,0.961,83.56,127.67,250.82
8,10,1.047,81.573,198.902,384.026
8,10,1.271,12.846,168.775,627.364
8,10,0.47,7.199,64.265,441.164
8,10,1.888,19.112,575.943,1951.338
8,10,1.57,12.185,33.798,105.637
8,10,0.992,11.202,575.49,2401.133
8,10,0.44,8.276,97.223,445.752
8,10,1.122,38.109,310.948,1761.469
8,10,0.68,10.277,34.024,55.809
8,10,1.126,13.981,268.776,1434.018
8,10,1.229,51.457,745.867,5490.911
8,10,0.4,4.79,23.551,47.886
8,10,1.119,27.478,331.723,1437.414
8,10,4.468,100.665,2075.614,57164.836
8,10,2.828,42.024,292.86,2614.482
8,10,5.066,16.033,25.756,43.425
